CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
5333,Female,69,40,65.57,2622.8,Month-to-Month,Mailed Check,0
5334,Female,61,22,114.86,2526.92,Month-to-Month,Credit Card,1
5335,Male,78,48,37.93,1820.64,One Year,Credit Card,0
5336,Female,19,53,87.5,4637.5,One Year,Credit Card,0
5337,Female,59,10,77.65,776.5,Month-to-Month,Credit Card,1
5338,Male,18,18,37.27,670.86,Month-to-Month,Bank Transfer,0
5339,Female,53,49,26.6,1303.4,Month-to-Month,Credit Card,0
5340,Female,74,71,99.91,7093.61,One Year,Credit Card,0
5341,Female,29,30,35.75,1072.5,Month-to-Month,Bank Transfer,0
5342,Female,26,19,38.65,734.35,One Year,Electronic Check,0
5343,Male,53,55,117.84,6481.2,One Year,Mailed Check,0
5344,Female,58,60,91.73,5503.8,One Year,Credit Card,0
5345,Female,45,72,45.05,3243.6,Two Year,Bank Transfer,0
5346,Female,55,21,79.09,1660.89,Month-to-Month,Credit Card,0
5347,Female,50,26,73.41,1908.66,Month-to-Month,Electronic Check,0
5348,Male,59,28,104.45,2924.6,Month-to-Month,Bank Transfer,0
5349,Female,78,39,92.93,3624.27,Month-to-Month,Bank Transfer,1
5350,Male,63,33,103.17,3404.61,Month-to-Month,Bank Transfer,0
5351,Female,39,40,41.15,1646.0,Two Year,Credit Card,0
5352,Male,42,29,84.02,2436.58,Two Year,Electronic Check,0
5353,Male,78,20,24.02,480.4,Month-to-Month,Mailed Check,0
5354,Male,35,20,26.89,537.8,Month-to-Month,Bank Transfer,0
5355,Male,23,12,91.35,1096.2,Month-to-Month,Credit Card,1
5356,Male,35,25,22.44,561.0,Two Year,Mailed Check,0
5357,Female,69,25,77.98,1949.5,Two Year,Bank Transfer,0
5358,Female,33,4,104.04,416.16,Month-to-Month,Credit Card,1
5359,Female,32,4,57.99,231.96,One Year,Mailed Check,0
5360,Male,65,9,24.48,220.32,Month-to-Month,Mailed Check,0
5361,Female,25,15,91.38,1370.7,Month-to-Month,Bank Transfer,1
5362,Male,30,26,112.97,2937.22,Month-to-Month,Credit Card,1
5363,Male,72,71,91.72,6512.12,One Year,Mailed Check,1
5364,Female,60,32,77.84,2490.88,Month-to-Month,Electronic Check,1
5365,Female,77,52,43.0,2236.0,Month-to-Month,Electronic Check,1
5366,Male,78,32,21.54,689.28,Month-to-Month,Mailed Check,0
5367,Male,74,9,89.47,805.23,Month-to-Month,Bank Transfer,0
5368,Female,24,13,43.1,560.3,One Year,Bank Transfer,0
5369,Female,34,56,105.82,5925.92,Month-to-Month,Bank Transfer,1
5370,Female,67,44,66.64,2932.16,Two Year,Mailed Check,0
5371,Female,49,30,73.06,2191.8,Month-to-Month,Bank Transfer,0
5372,Male,39,16,95.39,1526.24,Month-to-Month,Bank Transfer,1
5373,Female,72,12,97.94,1175.28,Month-to-Month,Electronic Check,1
5374,Female,68,66,84.27,5561.82,Month-to-Month,Credit Card,1
5375,Female,74,18,113.84,2049.12,Month-to-Month,Electronic Check,0
5376,Male,30,13,118.23,1536.99,Month-to-Month,Mailed Check,1
5377,Male,64,24,114.69,2752.56,Two Year,Electronic Check,0
5378,Male,40,12,102.42,1229.04,One Year,Credit Card,1
5379,Male,79,60,90.56,5433.6,Two Year,Electronic Check,1
5380,Female,71,60,86.33,5179.8,Month-to-Month,Bank Transfer,1
5381,Male,46,1,30.38,30.38,Month-to-Month,Credit Card,1
5382,Female,39,43,47.15,2027.45,Month-to-Month,Mailed Check,1
5383,Female,18,55,20.57,1131.35,One Year,Electronic Check,0
5384,Female,46,40,33.74,1349.6,Two Year,Electronic Check,0
5385,Female,65,64,63.92,4090.88,Two Year,Bank Transfer,0
5386,Male,22,34,34.65,1178.1,Month-to-Month,Credit Card,0
5387,Male,75,34,110.17,3745.78,Month-to-Month,Bank Transfer,1
5388,Male,52,48,100.57,4827.36,Month-to-Month,Electronic Check,1
5389,Female,72,33,27.16,896.28,Month-to-Month,Electronic Check,0
5390,Female,27,68,44.89,3052.52,Month-to-Month,Credit Card,1
5391,Female,36,30,101.91,3057.3,Month-to-Month,Electronic Check,0
5392,Female,54,71,100.3,7121.3,Month-to-Month,Credit Card,0
5393,Female,24,71,114.55,8133.05,Month-to-Month,Mailed Check,0
5394,Male,63,29,119.75,3472.75,Month-to-Month,Electronic Check,0
5395,Female,52,23,117.63,2705.49,One Year,Credit Card,0
5396,Male,62,34,61.01,2074.34,Month-to-Month,Credit Card,0
5397,Female,30,15,45.03,675.45,Month-to-Month,Bank Transfer,0
5398,Female,27,53,95.84,5079.52,One Year,Electronic Check,0
5399,Male,19,17,49.93,848.81,One Year,Bank Transfer,0
5400,Male,23,64,100.64,6440.96,Month-to-Month,Credit Card,1
5401,Female,25,61,73.4,4477.4,Two Year,Mailed Check,0
5402,Female,53,57,99.39,5665.23,Month-to-Month,Mailed Check,0
5403,Female,42,37,47.59,1760.83,Month-to-Month,Electronic Check,1
5404,Female,61,7,70.8,495.6,Month-to-Month,Mailed Check,0
5405,Male,77,8,76.4,611.2,Month-to-Month,Electronic Check,1
5406,Female,64,68,114.31,7773.08,One Year,Electronic Check,1
5407,Male,57,21,46.66,979.86,Month-to-Month,Credit Card,0
5408,Female,24,61,113.67,6933.87,Month-to-Month,Credit Card,0
5409,Male,63,29,100.49,2914.21,Two Year,Credit Card,0
5410,Male,40,25,93.09,2327.25,Month-to-Month,Bank Transfer,0
5411,Female,36,58,98.69,5724.02,One Year,Credit Card,0
5412,Male,63,14,80.54,1127.56,Month-to-Month,Electronic Check,1
5413,Female,39,66,44.41,2931.06,Month-to-Month,Credit Card,0
5414,Male,30,54,38.95,2103.3,Month-to-Month,Bank Transfer,0
5415,Female,78,67,106.63,7144.21,One Year,Credit Card,0
5416,Male,38,30,92.51,2775.3,One Year,Mailed Check,0
5417,Female,18,18,41.32,743.76,Month-to-Month,Electronic Check,0
5418,Female,76,54,81.51,4401.54,Month-to-Month,Mailed Check,0
5419,Male,36,21,64.75,1359.75,Two Year,Mailed Check,0
5420,Male,78,53,35.87,1901.11,Two Year,Bank Transfer,0
5421,Male,77,16,73.19,1171.04,One Year,Mailed Check,0
5422,Male,50,28,48.15,1348.2,Month-to-Month,Credit Card,0
5423,Female,21,4,29.62,118.48,Two Year,Electronic Check,0
5424,Male,59,55,66.7,3668.5,Month-to-Month,Mailed Check,0
5425,Female,20,15,79.01,1185.15,One Year,Mailed Check,0
5426,Male,44,64,24.69,1580.16,Month-to-Month,Electronic Check,1
5427,Female,69,65,60.21,3913.65,One Year,Credit Card,0
5428,Female,58,16,45.77,732.32,Month-to-Month,Mailed Check,0
5429,Female,52,20,23.07,461.4,One Year,Electronic Check,0
5430,Female,45,64,32.57,2084.48,One Year,Credit Card,0
5431,Male,23,33,33.9,1118.7,Two Year,Credit Card,0
5432,Male,23,69,38.29,2642.01,One Year,Credit Card,0
5433,Female,72,69,100.34,6923.46,Two Year,Bank Transfer,1
5434,Male,74,58,63.95,3709.1,Two Year,Credit Card,0
5435,Male,61,39,34.71,1353.69,Month-to-Month,Credit Card,0
5436,Female,40,36,30.03,1081.08,Month-to-Month,Electronic Check,0
5437,Male,79,68,49.79,3385.72,One Year,Bank Transfer,0
5438,Male,50,21,99.8,2095.8,Two Year,Credit Card,0
5439,Male,33,63,56.45,3556.35,Month-to-Month,Mailed Check,0
5440,Female,41,6,35.99,215.94,One Year,Bank Transfer,0
5441,Male,22,24,60.41,1449.84,Month-to-Month,Electronic Check,0
5442,Female,58,53,75.53,4003.09,Month-to-Month,Bank Transfer,0
5443,Male,59,50,22.96,1148.0,One Year,Mailed Check,0
5444,Male,30,12,82.76,993.12,One Year,Bank Transfer,0
5445,Male,64,56,59.51,3332.56,One Year,Mailed Check,0
5446,Female,29,15,20.97,314.55,Two Year,Credit Card,0
5447,Female,22,40,87.39,3495.6,Month-to-Month,Credit Card,0
5448,Male,54,41,91.24,3740.84,Month-to-Month,Bank Transfer,1
5449,Female,48,69,82.88,5718.72,Two Year,Bank Transfer,0
5450,Male,45,69,54.19,3739.11,One Year,Electronic Check,0
5451,Female,45,6,72.96,437.76,Month-to-Month,Electronic Check,0
5452,Female,47,67,58.72,3934.24,One Year,Mailed Check,0
5453,Male,35,33,90.06,2971.98,Two Year,Credit Card,0
5454,Male,61,43,78.36,3369.48,One Year,Bank Transfer,0
5455,Male,44,21,28.18,591.78,One Year,Credit Card,0
5456,Male,52,65,84.31,5480.15,Month-to-Month,Bank Transfer,1
5457,Female,43,17,88.72,1508.24,Month-to-Month,Mailed Check,0
5458,Female,74,8,57.07,456.56,Two Year,Credit Card,0
5459,Female,56,64,107.58,6885.12,One Year,Electronic Check,0
5460,Male,66,28,104.3,2920.4,Month-to-Month,Mailed Check,1
5461,Male,68,13,37.52,487.76,One Year,Credit Card,0
5462,Female,77,13,110.43,1435.59,One Year,Mailed Check,0
5463,Male,35,38,64.09,2435.42,Month-to-Month,Bank Transfer,0
5464,Female,50,25,92.37,2309.25,One Year,Credit Card,0
5465,Female,42,62,101.41,6287.42,Month-to-Month,Credit Card,0
5466,Female,73,23,70.51,1621.73,Month-to-Month,Credit Card,1
5467,Female,48,21,59.91,1258.11,One Year,Electronic Check,0
5468,Female,54,54,111.55,6023.7,Month-to-Month,Mailed Check,1
5469,Male,76,63,43.09,2714.67,Month-to-Month,Electronic Check,0
5470,Male,77,30,45.7,1371.0,Two Year,Electronic Check,0
5471,Male,19,68,56.16,3818.88,One Year,Mailed Check,0
5472,Female,50,32,105.95,3390.4,Month-to-Month,Mailed Check,1
5473,Female,56,24,113.88,2733.12,Month-to-Month,Credit Card,0
5474,Female,78,7,42.01,294.07,Month-to-Month,Credit Card,1
5475,Female,60,72,106.39,7660.08,One Year,Mailed Check,0
5476,Male,60,1,45.82,45.82,Month-to-Month,Credit Card,0
5477,Male,49,3,117.06,351.18,Month-to-Month,Bank Transfer,0
5478,Female,35,28,79.74,2232.72,Month-to-Month,Credit Card,0
5479,Female,34,43,20.71,890.53,Month-to-Month,Mailed Check,1
5480,Female,51,46,23.41,1076.86,Month-to-Month,Electronic Check,1
5481,Male,56,1,34.75,34.75,Month-to-Month,Mailed Check,1
5482,Male,24,38,38.76,1472.88,Two Year,Mailed Check,0
5483,Male,59,35,96.76,3386.6,Two Year,Electronic Check,0
5484,Female,71,54,42.28,2283.12,Month-to-Month,Bank Transfer,0
5485,Female,70,24,116.91,2805.84,One Year,Credit Card,0
5486,Male,52,28,83.61,2341.08,One Year,Bank Transfer,0
5487,Female,47,22,89.25,1963.5,Month-to-Month,Electronic Check,1
5488,Male,29,16,41.78,668.48,Month-to-Month,Bank Transfer,0
5489,Female,52,13,109.27,1420.51,Month-to-Month,Electronic Check,1
5490,Male,28,62,86.78,5380.36,One Year,Mailed Check,0
5491,Female,78,43,106.44,4576.92,One Year,Bank Transfer,0
5492,Male,61,32,115.65,3700.8,Two Year,Credit Card,0
5493,Male,74,67,32.56,2181.52,One Year,Credit Card,0
5494,Male,21,57,29.66,1690.62,Two Year,Electronic Check,0
5495,Male,42,65,100.34,6522.1,Two Year,Mailed Check,0
5496,Male,65,69,106.61,7356.09,Two Year,Bank Transfer,0
5497,Male,49,49,78.38,3840.62,Month-to-Month,Bank Transfer,0
5498,Female,37,33,56.6,1867.8,Month-to-Month,Electronic Check,0
5499,Female,67,19,85.26,1619.94,One Year,Bank Transfer,0
5500,Female,48,36,50.57,1820.52,One Year,Credit Card,0
5501,Male,21,70,43.84,3068.8,Month-to-Month,Credit Card,1
5502,Male,71,15,68.81,1032.15,Two Year,Bank Transfer,0
5503,Female,55,24,41.62,998.88,Two Year,Bank Transfer,0
5504,Male,70,27,68.37,1845.99,One Year,Mailed Check,0
5505,Male,64,49,115.66,5667.34,Month-to-Month,Mailed Check,1
5506,Male,18,23,103.98,2391.54,Two Year,Bank Transfer,0
5507,Male,20,33,114.16,3767.28,Month-to-Month,Bank Transfer,1
5508,Male,54,41,100.63,4125.83,Month-to-Month,Electronic Check,0
5509,Female,39,56,55.48,3106.88,Two Year,Mailed Check,0
5510,Female,79,29,101.2,2934.8,One Year,Bank Transfer,1
5511,Female,34,31,112.29,3480.99,Month-to-Month,Electronic Check,0
5512,Female,79,65,114.7,7455.5,Two Year,Mailed Check,0
5513,Female,31,18,88.32,1589.76,Month-to-Month,Electronic Check,1
5514,Male,58,6,41.14,246.84,One Year,Bank Transfer,1
5515,Male,79,52,23.97,1246.44,One Year,Credit Card,0
5516,Male,52,40,34.72,1388.8,Month-to-Month,Credit Card,0
5517,Male,75,65,116.55,7575.75,Month-to-Month,Credit Card,1
5518,Female,30,42,66.21,2780.82,Two Year,Credit Card,0
5519,Female,52,68,105.5,7174.0,Month-to-Month,Bank Transfer,1
5520,Female,60,32,66.5,2128.0,Month-to-Month,Credit Card,0
5521,Male,19,10,86.08,860.8,Month-to-Month,Credit Card,0
5522,Female,73,69,22.41,1546.29,Month-to-Month,Bank Transfer,0
5523,Male,64,9,44.99,404.91,Two Year,Mailed Check,0
5524,Female,30,69,63.63,4390.47,Month-to-Month,Mailed Check,0
5525,Female,68,61,83.06,5066.66,One Year,Mailed Check,1
5526,Male,71,11,37.15,408.65,Month-to-Month,Electronic Check,0
5527,Male,33,68,96.46,6559.28,Two Year,Mailed Check,0
5528,Female,35,8,56.44,451.52,One Year,Bank Transfer,0
5529,Female,24,49,101.74,4985.26,Month-to-Month,Mailed Check,1
5530,Male,62,24,29.8,715.2,Two Year,Electronic Check,0
5531,Female,53,33,87.98,2903.34,Month-to-Month,Electronic Check,0
5532,Female,58,19,49.33,937.27,One Year,Credit Card,0
5533,Male,47,2,99.54,199.08,Two Year,Bank Transfer,0
5534,Female,59,55,60.22,3312.1,One Year,Mailed Check,0
5535,Male,58,11,86.53,951.83,One Year,Mailed Check,0
5536,Female,24,17,113.43,1928.31,Month-to-Month,Bank Transfer,1
5537,Male,32,42,22.06,926.52,Month-to-Month,Bank Transfer,1
5538,Female,77,61,21.11,1287.71,Month-to-Month,Bank Transfer,1
5539,Male,57,3,97.03,291.09,Two Year,Bank Transfer,0
5540,Female,36,35,84.64,2962.4,Two Year,Bank Transfer,0
5541,Male,60,66,49.3,3253.8,Month-to-Month,Bank Transfer,1
5542,Female,54,1,69.44,69.44,Month-to-Month,Bank Transfer,0
5543,Female,19,7,24.19,169.33,Month-to-Month,Electronic Check,0
5544,Female,59,20,39.24,784.8,Month-to-Month,Credit Card,0
5545,Female,65,43,62.45,2685.35,Month-to-Month,Mailed Check,0
5546,Female,72,6,103.4,620.4,One Year,Electronic Check,0
5547,Female,30,55,67.97,3738.35,Two Year,Electronic Check,0
5548,Female,57,21,78.64,1651.44,One Year,Mailed Check,0
5549,Female,58,51,107.38,5476.38,One Year,Electronic Check,1
5550,Female,60,46,50.88,2340.48,One Year,Bank Transfer,0
5551,Male,60,35,90.07,3152.45,One Year,Electronic Check,0
5552,Male,72,8,106.17,849.36,Month-to-Month,Mailed Check,1
5553,Female,75,68,40.26,2737.68,Month-to-Month,Credit Card,0
5554,Male,48,16,55.65,890.4,Month-to-Month,Mailed Check,0
5555,Female,33,67,117.98,7904.66,One Year,Credit Card,0
5556,Female,59,71,118.32,8400.72,Two Year,Bank Transfer,1
5557,Male,78,64,42.32,2708.48,One Year,Electronic Check,0
5558,Female,73,2,26.64,53.28,Two Year,Mailed Check,0
5559,Female,61,1,47.09,47.09,Month-to-Month,Mailed Check,1
5560,Male,74,58,59.77,3466.66,One Year,Credit Card,0
5561,Male,23,1,64.1,64.1,Two Year,Electronic Check,0
5562,Female,45,7,81.88,573.16,One Year,Mailed Check,0
5563,Male,49,69,109.95,7586.55,Two Year,Mailed Check,1
5564,Male,61,18,53.03,954.54,One Year,Electronic Check,0
5565,Female,27,32,105.0,3360.0,Month-to-Month,Bank Transfer,0
5566,Male,67,45,29.35,1320.75,Month-to-Month,Credit Card,0
5567,Male,35,33,24.19,798.27,One Year,Mailed Check,0
5568,Female,21,49,70.4,3449.6,Two Year,Electronic Check,0
5569,Male,26,33,25.97,857.01,Month-to-Month,Bank Transfer,0
5570,Male,24,71,59.25,4206.75,One Year,Mailed Check,0
5571,Female,67,68,109.68,7458.24,One Year,Bank Transfer,0
5572,Female,25,28,44.15,1236.2,Month-to-Month,Mailed Check,0
5573,Female,60,53,90.6,4801.8,Month-to-Month,Mailed Check,1
5574,Male,24,44,50.24,2210.56,Month-to-Month,Bank Transfer,0
5575,Female,58,55,24.49,1346.95,Month-to-Month,Credit Card,1
5576,Female,57,10,75.67,756.7,Month-to-Month,Bank Transfer,0
5577,Male,20,14,103.49,1448.86,Month-to-Month,Electronic Check,1
5578,Female,34,36,60.95,2194.2,Month-to-Month,Mailed Check,0
5579,Female,19,34,81.73,2778.82,One Year,Bank Transfer,0
5580,Female,32,18,110.0,1980.0,One Year,Bank Transfer,1
5581,Female,63,16,98.97,1583.52,One Year,Mailed Check,1
5582,Male,46,37,39.39,1457.43,One Year,Mailed Check,0
5583,Female,67,41,93.34,3826.94,Two Year,Bank Transfer,1
5584,Female,65,25,70.19,1754.75,Two Year,Credit Card,0
5585,Male,69,8,94.6,756.8,Two Year,Mailed Check,0
5586,Female,39,18,69.45,1250.1,Month-to-Month,Bank Transfer,1
5587,Male,21,68,32.8,2230.4,Two Year,Electronic Check,0
5588,Male,74,48,76.99,3695.52,One Year,Credit Card,0
5589,Male,69,70,69.21,4844.7,Month-to-Month,Electronic Check,0
5590,Female,23,67,71.79,4809.93,Month-to-Month,Mailed Check,0
5591,Male,55,18,107.89,1942.02,One Year,Mailed Check,0
5592,Male,43,18,109.48,1970.64,Month-to-Month,Credit Card,0
5593,Male,28,56,65.35,3659.6,Month-to-Month,Mailed Check,1
5594,Female,43,23,65.57,1508.11,One Year,Electronic Check,0
5595,Female,34,35,71.52,2503.2,One Year,Bank Transfer,0
5596,Female,41,6,71.96,431.76,Two Year,Bank Transfer,0
5597,Female,45,26,115.04,2991.04,One Year,Electronic Check,0
5598,Female,52,61,84.94,5181.34,One Year,Electronic Check,0
5599,Female,48,15,47.75,716.25,Month-to-Month,Mailed Check,1
5600,Female,30,32,73.15,2340.8,One Year,Mailed Check,0
5601,Male,71,12,82.72,992.64,Month-to-Month,Credit Card,0
5602,Male,52,5,83.98,419.9,Two Year,Bank Transfer,1
5603,Male,33,64,78.53,5025.92,Month-to-Month,Credit Card,1
5604,Male,32,71,37.77,2681.67,Month-to-Month,Electronic Check,0
5605,Female,60,27,23.36,630.72,Month-to-Month,Electronic Check,0
5606,Male,35,45,53.78,2420.1,Two Year,Credit Card,0
5607,Male,64,35,62.75,2196.25,Two Year,Credit Card,0
5608,Male,54,26,26.18,680.68,Month-to-Month,Bank Transfer,0
5609,Male,65,23,101.5,2334.5,Month-to-Month,Electronic Check,1
5610,Female,79,13,54.41,707.33,One Year,Credit Card,0
5611,Female,65,3,111.36,334.08,Two Year,Bank Transfer,0
5612,Female,66,29,35.44,1027.76,Month-to-Month,Mailed Check,0
5613,Male,58,66,25.69,1695.54,Month-to-Month,Mailed Check,0
5614,Female,44,64,68.23,4366.72,Month-to-Month,Bank Transfer,0
5615,Male,72,28,38.91,1089.48,One Year,Credit Card,0
5616,Female,52,36,113.74,4094.64,Month-to-Month,Bank Transfer,1
5617,Female,69,6,21.03,126.18,Month-to-Month,Bank Transfer,1
5618,Female,62,11,61.26,673.86,Month-to-Month,Credit Card,0
5619,Female,71,38,112.67,4281.46,One Year,Mailed Check,0
5620,Female,52,34,58.44,1986.96,Two Year,Bank Transfer,0
5621,Male,45,67,29.31,1963.77,Two Year,Mailed Check,0
5622,Female,56,46,50.29,2313.34,One Year,Bank Transfer,0
5623,Male,78,29,69.8,2024.2,Two Year,Electronic Check,0
5624,Male,55,60,38.52,2311.2,Month-to-Month,Credit Card,1
5625,Male,26,54,66.66,3599.64,One Year,Mailed Check,0
5626,Male,29,69,103.63,7150.47,Month-to-Month,Credit Card,0
5627,Male,32,9,107.26,965.34,One Year,Mailed Check,0
5628,Female,38,10,24.93,249.3,Two Year,Mailed Check,0
5629,Female,69,68,36.09,2454.12,Two Year,Credit Card,0
5630,Female,52,58,47.53,2756.74,One Year,Bank Transfer,0
5631,Female,59,52,79.49,4133.48,One Year,Bank Transfer,0
5632,Male,50,34,56.1,1907.4,Two Year,Electronic Check,0
5633,Female,68,35,104.4,3654.0,Month-to-Month,Mailed Check,0
5634,Female,36,33,91.67,3025.11,One Year,Credit Card,0
5635,Male,72,72,30.05,2163.6,Month-to-Month,Mailed Check,1
5636,Male,40,32,82.46,2638.72,Two Year,Bank Transfer,0
5637,Female,30,55,31.3,1721.5,Month-to-Month,Credit Card,0
5638,Female,61,8,45.5,364.0,Month-to-Month,Credit Card,1
5639,Male,18,46,37.79,1738.34,One Year,Mailed Check,0
5640,Female,68,14,37.31,522.34,Month-to-Month,Electronic Check,1
5641,Female,46,8,81.64,653.12,Month-to-Month,Bank Transfer,0
5642,Female,41,71,76.36,5421.56,One Year,Bank Transfer,0
5643,Female,33,54,37.6,2030.4,Two Year,Mailed Check,0
5644,Male,42,21,119.02,2499.42,Month-to-Month,Mailed Check,1
5645,Male,72,14,62.18,870.52,Two Year,Electronic Check,0
5646,Male,40,2,29.71,59.42,Two Year,Bank Transfer,0
5647,Female,45,61,32.06,1955.66,One Year,Electronic Check,0
5648,Female,64,17,78.39,1332.63,One Year,Credit Card,0
5649,Female,33,48,117.91,5659.68,Month-to-Month,Credit Card,0
5650,Female,60,8,77.2,617.6,Month-to-Month,Electronic Check,1
5651,Female,73,56,114.9,6434.4,Month-to-Month,Electronic Check,0
5652,Male,55,17,64.41,1094.97,Month-to-Month,Mailed Check,1
5653,Female,28,69,63.58,4387.02,Month-to-Month,Bank Transfer,0
5654,Female,20,12,70.0,840.0,Month-to-Month,Bank Transfer,0
5655,Male,32,38,89.74,3410.12,One Year,Bank Transfer,1
5656,Female,18,18,56.76,1021.68,One Year,Electronic Check,0
5657,Male,24,26,106.39,2766.14,Two Year,Mailed Check,0
5658,Male,18,37,22.93,848.41,Month-to-Month,Mailed Check,1
5659,Male,66,70,63.98,4478.6,Month-to-Month,Mailed Check,1
5660,Male,49,41,71.1,2915.1,One Year,Electronic Check,0
5661,Male,26,42,80.7,3389.4,Month-to-Month,Electronic Check,1
5662,Female,46,41,47.61,1952.01,One Year,Mailed Check,0
5663,Male,43,47,62.75,2949.25,One Year,Electronic Check,0
5664,Male,40,14,68.45,958.3,Month-to-Month,Credit Card,0
5665,Female,62,1,88.69,88.69,Month-to-Month,Bank Transfer,1
5666,Female,60,17,97.35,1654.95,Month-to-Month,Bank Transfer,0
5667,Male,46,55,93.78,5157.9,Month-to-Month,Bank Transfer,0
5668,Female,69,53,54.16,2870.48,Month-to-Month,Credit Card,0
5669,Female,55,31,119.95,3718.45,Month-to-Month,Mailed Check,0
5670,Male,50,62,104.87,6501.94,One Year,Bank Transfer,0
5671,Male,24,8,46.0,368.0,Month-to-Month,Electronic Check,0
5672,Female,29,30,39.51,1185.3,One Year,Credit Card,0
5673,Male,48,66,51.4,3392.4,Month-to-Month,Mailed Check,1
5674,Male,49,45,65.23,2935.35,Month-to-Month,Credit Card,1
5675,Female,71,18,105.08,1891.44,Month-to-Month,Bank Transfer,0
5676,Male,37,45,97.84,4402.8,Month-to-Month,Mailed Check,0
5677,Male,72,19,105.12,1997.28,Month-to-Month,Bank Transfer,1
5678,Male,68,68,47.2,3209.6,Month-to-Month,Mailed Check,1
5679,Male,34,50,79.35,3967.5,Month-to-Month,Bank Transfer,0
5680,Male,53,25,48.32,1208.0,Month-to-Month,Mailed Check,0
5681,Female,20,38,30.9,1174.2,Two Year,Credit Card,0
5682,Female,18,36,88.42,3183.12,Two Year,Mailed Check,0
5683,Male,67,68,34.3,2332.4,Month-to-Month,Mailed Check,1
5684,Female,44,56,86.77,4859.12,Month-to-Month,Credit Card,1
5685,Male,70,39,84.8,3307.2,One Year,Mailed Check,0
5686,Male,64,63,101.02,6364.26,Two Year,Credit Card,0
5687,Male,57,7,33.96,237.72,Two Year,Bank Transfer,0
5688,Male,50,58,98.35,5704.3,Month-to-Month,Bank Transfer,1
5689,Male,37,59,119.93,7075.87,Month-to-Month,Bank Transfer,0
5690,Female,31,48,105.1,5044.8,One Year,Mailed Check,0
5691,Female,53,5,95.18,475.9,Two Year,Electronic Check,0
5692,Male,22,36,86.22,3103.92,Month-to-Month,Electronic Check,1
5693,Female,40,25,62.18,1554.5,One Year,Bank Transfer,0
5694,Male,62,45,93.05,4187.25,Month-to-Month,Credit Card,1
5695,Female,77,19,92.42,1755.98,Month-to-Month,Mailed Check,0
5696,Male,73,7,83.15,582.05,Month-to-Month,Credit Card,1
5697,Female,32,58,99.63,5778.54,Month-to-Month,Mailed Check,0
5698,Male,23,66,64.88,4282.08,One Year,Credit Card,0
5699,Male,50,39,32.13,1253.07,One Year,Bank Transfer,0
5700,Female,72,18,75.91,1366.38,Two Year,Electronic Check,0
5701,Female,36,1,46.5,46.5,Month-to-Month,Credit Card,1
5702,Male,30,63,58.44,3681.72,Month-to-Month,Bank Transfer,1
5703,Female,46,3,21.74,65.22,Month-to-Month,Electronic Check,0
5704,Male,78,21,58.28,1223.88,Month-to-Month,Electronic Check,0
5705,Female,23,30,100.88,3026.4,One Year,Electronic Check,0
5706,Female,32,11,74.27,816.97,Month-to-Month,Credit Card,0
5707,Male,33,22,20.98,461.56,One Year,Credit Card,0
5708,Female,41,57,66.98,3817.86,One Year,Electronic Check,0
5709,Female,40,3,49.15,147.45,Month-to-Month,Credit Card,0
5710,Male,65,30,67.76,2032.8,One Year,Bank Transfer,0
5711,Female,27,45,60.47,2721.15,Month-to-Month,Mailed Check,0
5712,Male,71,36,113.2,4075.2,Two Year,Electronic Check,0
5713,Male,58,72,24.12,1736.64,One Year,Mailed Check,0
5714,Male,58,64,88.36,5655.04,Month-to-Month,Electronic Check,0
5715,Male,66,54,105.1,5675.4,Month-to-Month,Mailed Check,1
5716,Male,34,68,115.92,7882.56,One Year,Electronic Check,0
5717,Female,66,50,37.76,1888.0,Month-to-Month,Bank Transfer,1
5718,Male,73,31,73.13,2267.03,One Year,Electronic Check,0
5719,Male,61,29,24.36,706.44,Month-to-Month,Bank Transfer,0
5720,Female,62,59,69.92,4125.28,One Year,Electronic Check,0
5721,Female,47,36,32.55,1171.8,Two Year,Credit Card,0
5722,Female,61,67,103.79,6953.93,One Year,Mailed Check,1
5723,Male,63,11,31.39,345.29,Month-to-Month,Bank Transfer,0
5724,Male,27,11,71.33,784.63,Month-to-Month,Electronic Check,0
5725,Male,72,26,72.11,1874.86,Month-to-Month,Credit Card,0
5726,Female,36,53,117.17,6210.01,One Year,Electronic Check,0
5727,Male,46,14,85.5,1197.0,Month-to-Month,Mailed Check,0
5728,Female,19,64,48.78,3121.92,Month-to-Month,Electronic Check,0
5729,Male,53,10,44.08,440.8,Two Year,Credit Card,0
5730,Female,36,31,32.82,1017.42,Month-to-Month,Electronic Check,0
5731,Male,24,36,95.65,3443.4,One Year,Electronic Check,0
5732,Male,43,10,89.08,890.8,One Year,Bank Transfer,0
5733,Male,32,26,80.99,2105.74,One Year,Bank Transfer,0
5734,Female,64,20,24.08,481.6,Month-to-Month,Electronic Check,0
5735,Female,73,44,96.28,4236.32,Month-to-Month,Electronic Check,1
5736,Male,55,62,84.19,5219.78,Two Year,Credit Card,0
5737,Male,20,9,116.39,1047.51,Month-to-Month,Electronic Check,1
5738,Male,55,71,78.72,5589.12,One Year,Mailed Check,0
5739,Female,33,24,50.4,1209.6,One Year,Bank Transfer,0
5740,Male,19,12,58.15,697.8,Month-to-Month,Mailed Check,1
5741,Male,48,60,37.58,2254.8,One Year,Electronic Check,0
5742,Male,45,16,92.29,1476.64,One Year,Credit Card,0
